id,value,severity
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteToolBarUI.java,64,3
src/main/java/org/jhotdraw/gui/plaf/palette/PaletteUtilities.java,7,3
src/main/java/org/jhotdraw/gui/ToolBarLayout.java,8,3
src/main/java/org/jhotdraw/gui/URIChooser.java,2,2
src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,10,3
src/main/java/org/jhotdraw/gui/Worker.java,3,5
src/main/java/org/jhotdraw/io,,
src/main/java/org/jhotdraw/io/Base64.java,111,4
src/main/java/org/jhotdraw/io/BoundedRangeInputStream.java,24,3
src/main/java/org/jhotdraw/io/StreamPosTokenizer.java,67,3
src/main/java/org/jhotdraw/net,,
src/main/java/org/jhotdraw/net/ClientHttpRequest.java,10,3
src/main/java/org/jhotdraw/net/URIUtil.java,4,3
src/main/java/org/jhotdraw/samples,,
src/main/java/org/jhotdraw/samples/color,,
src/main/java/org/jhotdraw/samples/color/CIEXYChromaticityDiagram.java,2,3
src/main/java/org/jhotdraw/samples/color/JMixer.java,72,3
